name,image_url,main_tag,description
Dahi Methi Puri Recipe - Fenugreek Leaves Puri With Yogurt,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Donna_George/Dahi_Methi_Poori_Recipe-2_1600.jpg,"indian maincourse vegetarian  fenugreekleaves, jeera, caromseeds, dahiyogurt  ",Dahi Methi Puri Recipe is a crispy puri recipe. Here the puri dough is made by combining methi leaves with whole wheat flour. 
Paneer Jalfrezi Recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Gravy/Paneer_Jalfrezi_Recipe-1.jpg,"northindian sidedish vegetarian  homemadecottagecheese, capsicum, capsicum, gajjar, haldi, dhania, dhania, salted  ","Paneer Jalfrezi is a simple and quick to cook vegetable where the vegetables are stir-fried and tossed along with tomatoes and spices. The addition of homemade tomato puree, when combined with the homemade garam masala powder, and the fresh coriander leaves, brings out the fresh flavors of the Paneer Jalfrezi. Serve the Paneer Jalfrezi along with Raita for a weeknight dinner."
Peshwari Naan Recipe - Naan Stuffed With Sweet Dry Fruits,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Peshwari_Naan.jpg,"northindian lunch vegetarian  maida, dahiyogurt, badam, onionnigellaseeds  ","Naan is an Indian flat bread that can be made very easily at home and that too on stove top. The result – soft, pillowy, delicious naans! Peshawari naan is a close cousin of Kashmiri naan."
Karamani Poriyal Recipe - Yard Long Beans Stir Fry | Chawli | Barbati Sabzi,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Karamani_Poriyal_South_Indian_Style_Yard_Long_Beans_Stir_Fry.jpg,"southindian lunch vegetarian  yardlongbeanskaramanibarbati, raikadugu, split, haldi, hing  ","Karamani Poriyal is a very traditional South Indian style stir fry, that is very healthy, nutritious and quick to make. Karamani also known as Yard Long Beans, is a very nutritious vegetable having the lowest amount of calories and highest amount of soluble and insoluble fibers making it a perfect food for weight watchers. Addition of red chilli during making the tadka is completely optional."
Milagai Bajji Stuffed with Masala Chicken Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Milagai_Bajji_Stuffed_with_Masala_Chicken_Recipe_.jpg,"tamilnadu appetizer nonvegeterian  largegreenchilli, caromseeds, saunf, jeera, dhania  ",Milagai Bajji Stuffed with Masala Chicken Recipe is an innovative recipe created with South Indian spices.
Mixed Vegetable Handi Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Veg_Handi_1600.jpg,"northindian lunch vegetarian  jeera, tejpatta, haldi, dhania, salted, gajjar, matar, frenchbeans, capsicum, gobi, homemadecottagecheese, dahiyogurt, driedfenugreekleaves, dhania, pudina  ","If you feel like eating something exotic, something like restaurant style then this recipe is perfect for you. Easy to make and it tastes exactly like the mixed vegetable sabzi we eat in restaurants. Vegetable Handi is easy to cook and good for health too as it has a lots of vegetable in it. The goodness of vegetables and the flavour from the spices makes it a delectable dish to eat. You can also make it for your weekend house parties or can pack it for your pot luck ."
Pumpkin Curry With Chicken Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Saffola_FitFoodie/6-Pumpkin_Curry_With_Chicken_recipe_Saffola_Oats_Fit_Foodie-1.jpg,"indian lunch nonvegeterian  parangikaipumpkin, jeera, haldi, dhania, dhania  ","Pumpkin Curry With Chicken Recipe has a unique taste that is quick to make and has rich flavours. Pumpkin is cooked and made into a puree and then tomato puree, chicken and spices are added to make a delicious and flavourful curry. "
Goan Mushroom Xacuti Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2021/Mushroom_Xacuti_recipe_Mushroom_Shaguti_Goan_recipe_2_1600.jpg,"goan lunch vegetarian  haldi, dhania, laung, dalchini, jeera, dhania, fenugreekseeds  ","Goan Mushroom Xacuti is an authentic Goan traditional dish which tastes the best when cooked using wild or forest mushrooms, which are available during the rainy season. On the other hand Xacuti is a Goan Masala with certain blend of spices which is extremely popular across India and is used to prepare gravy based recipes."
Mango Pulusu Recipe - Mamidi Pandu Pulusu Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuri_Aggarwal/Mamida_Pandu_Pulusu__Mango_Curry.jpg,"andhra lunch vegetarian  ripe, raikadugu, fenugreekseeds, hing, dhania  ",Mamidi Pandu Pulusu is a spicy and tangy andhra style ripe mango curry that is packed with flavors from methi and hing cooked in a tamarind gravy. This Pulusu can be also made with raw mango ( Totapuri ) as well.
Kadai Chole Recipe- Dry Chickpeas Masala with Capsicum,https://www.archanaskitchen.com/images/archanaskitchen/Kadai_Chole_Recipe_Kadai_Chana_Masala-14_1.jpg,"northindian lunch vegetarian  whitechickpeas, capsicum, dalchini, laung, tejpatta, badielaichi, dhania, jeera, drymangopowder, caromseeds  ",Kadai Chole Recipe is a delicious Recipe made with dry spice powders and crunchy onions and capsicum. Kadai chole goes well with Puri and Parathas. You can pack these for your kids and your Lunch box as well.
Navrang Dal Recipe ( Spicy Mixed Lentils),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Navrang_Dal_spicy_Mixed_Lentils_Recipe.jpg,"northindian lunch highproteinvegetarian  whole, split, whole, split, whole, largekidneybeans, whitechickpeas, split, soakfor20minutes, splittoordal, soakfor20minutes, dhania, driedfenugreekleaves, dalchini, jeera  ",Navrang Dal is a mix of nine different types of lentils cooked together in a medley of aromatic Indian spices. Dal is a staple food in Indian homes and is served every day. It is as creamy as Dal Makhni without the use of cream in it. It is a healthy dish that provides a good amount of protein to your body. 
Chicken Keema Paratha Recipe - Minced Chicken Flat Bread,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Chicken_Keema_Paratha_Recipe-1.jpg,"mughlai lunch highproteinnonvegetarian  haldi, dhania, drymangopowder, pudina  ",Chicken Keema Paratha Recipe is a delicious high protein paratha where the chicken keema is delicately spices with garam masala and then stuffed into atta to make a crispy flaky paratha. The addition of cooking the paratha with ghee gives a delicious crispy and flaky crust as well.
Palak Kadhi Recipe - Spinach Kadhi,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Palak_Kadhi_Recipe_Spinach_Yogurt_Curry.jpg,"rajasthani lunch vegetarian  dahiyogurt, besan, haldi, jeera, jeera, raikadugu, hing  ","Palak Kadhi Recipe (Spinach Yogurt Curry) is a comforting curry made with fresh spinach leaves that is cooked first to remove the rawness and then pureed, it is then boiled along with a yogurt and curd based gravy."
Raw Banana and Yam Thoran Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/23-feb/Raw_banana_and_Yam_Kerala_Style_Thoran_Recipe-2.jpg,"kerala dinner vegetarian  suransenairatalu, brownchickpeas, haldi, jeera, raikadugu  ","The Raw Banana and Yam Thoran Recipe is a typical Kerala vegetable dish made with yam, plantain and loaded with the goodness of coconut. It also consists of brown chickpeas to add in the extra texture to the whole dish."
Parsi Salli Murgh Recipe - Salli Marghi ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Parsi_Sali_Marghi_Recipe_Parsi_Chicken_Curry_Recipe-4.jpg,"parsi dinner nonvegeterian  haldi, elaichi, laung, elaichi, dalchini, tejpatta, tejpatta, aloo, dhania  ","Parsi Salli Murgh is a spicy chicken curry that is typically served with potato straws as a garnish, hence the name, salli murgh."
Chunni Ki Puri Recipe - Moong Dal And Besan Fried Puri Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Chunni_ki_Puri_Recipe_.jpg,"northindian lunch vegetarian  split, besan, hing  ","Puris are a classic comfort food and is a dish that can have variations with the addition of various vegetables or dal to the puri dough. In this recipe of Chunni Ki Puri, we are adding cooked yellow moong dal into the dough making a little more heavier and a bit healthier.  "
Seppakizhangu Roast (South Indian Style Arbi Fry) Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Seppakizhangu_Roast_South_Indian_Style_Arbi_Fry_1.jpg,"southindian lunch vegetarian  arbi, besan, dhania, haldi  ","Seppakizhangu Roast Recipe is a much loved South Indian Style Arbi fry. This is made from Colocasia or Taro as the main ingredient, spiced in a South Indian style. It is crisp and makes a complete meal with simple south Indian meal of Rice and Rasam, or Phulkas and Parathas."
Methi Masoor Dal Recipe With Whole Masoor,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Methi_Masoor_Dal_Recipe_.jpg,"northindian lunch highproteinvegetarian  whole, fenugreekleaves, hing, jeera, dhania, haldi  ",Methi Masoor Dal Recipe is a delicious lentil curry made with whole Masoor dal and fresh fenugreek leaves. This recipe is a healthy choice for the intake of everyday protein and is also packed with vitamins and minerals.
Stuffed Kathal Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Kriti_Singhal/Stuffed_Jackfruit_Kathal_Curry.jpg,"indian lunch vegetarian  kathal, dhania, laung, haldi, dahiyogurt, saunf, homemadecottagecheese  ",Stuffed Kathal is a dish with fiery onion-tomato masala with a twist of cheese.
Doi Ilish Recipe - Bengali Style Hilsa In Yogurt Gravy Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/maumita.paulghosh-gmail.com/Doi_Ilish_Hilsa_in_Yogurt.jpg,"bengali lunch highproteinnonvegetarian  dahiyogurt, onionnigellaseeds, haldi, adjustable  ","Doi Ilish Recipe is a Bengali fish recipe in which fish is cooked in a yogurt gravy. Just a throw of kalonji, some wicked green chillies and a luxuriant drizzle of mustard oil, makes this dish delicious and mouth watering. It is easy to make and therefore it is perfect to be served for everyday lunch or dinner. "
Beetroot Greens Rice Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Rekha_Shivakumar/BeetRoot_Greens_Rice.jpg,"indian dinner vegetarian  dhania, raikadugu, jeera  ","Beetroot Greens Rice Recipe is a rice dish which is made with the combination of rice and beetroot greens. Next time when you buy a bunch of beetroot with leafy greens, do not throw away those gorgeous leaves, as you can include them in your day to day meals like salads, stir fries etc."
Moongachi Usali (Goan Style Sprouted Green Gram Stir Fry),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Raksha_Kamat/Moogachi_oosali__Goan_Style_Sprouted_Green_Gram_Stir_Fry.jpg,"goan lunch vegetarian  raikadugu, jeera, hing, haldi  ","Moongachi Usali is a traditional Goan Style preparation of sprouted green gram. This dish is packed with nutrition and is so easy to prepare. it requires very little oil, and is made without onion or garlic, making it suitable for festival days too. What is unique about this dish is the addition of a little jaggery which adds an unexpected flavour to it. This dish used to be served in ""Baal-wadis"" or pre-schools for children, as a nutritious snack. Serve this dish with Steamed Rice and Amlechi Uddamethi, or with Chapati and Rava Fried Raw Banana."
Pumpkin Chapati Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Pumpkin_Chapati_Recipe_.jpg,indian lunch vegetarian  parangikaipumpkin  ,"Pumpkin Chapathi Recipe is one that you need to try for your everyday meal. It is a simple Indian bread by made by mixing it along with a vegetable to increase the nutrient content. Pumpkin is really good for heart. The vegetable is also rich in Vitamin C, fiber and Potassium. By adding pumpkin into the dough, it will create a very soft bread. You can pack this for your everyday lunch box or even for your kids lunch box too."
Steamed Rice Recipe - Pressure Cooker & Sauce Pan Methods,https://www.archanaskitchen.com/images/archanaskitchen/BasicRecipes_HOW_TO/Cooked_Rice_In_Pressure_cooker_Sauce_Pot-1_1600.jpg,indian maincourse vegetarian  ,"Rice can be cooked in a variety of ways. Personally I find the pressure cooker method quick and effective, that can produce rice grains of different textures - from soft to grainy. There are a number of different types of rice grains available and you might choose the variety that your family has been eating for generations or you might want to try another new variety. "
Bharwa Karela With Sweet Potato Filling Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Bharwa_Karela_with_Sweet_Potato_Filling_Recipe_.jpg,"indian appetizer vegetarian  bittergourdpavakkai, haldi  ","Bharwa Karela with Sweet Potato Filling Recipe, is stuffed with sweet potato and is cooked until it becomes soft. Stuffed with tangy and spicy sweet potato dry masalas, this makes a great accompaniment to Dal, Rice and Roti."
Subz Noor E Chashm Recipe (Nawabi Curry Recipe ),https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/Nov-2/Subz_Noor_E_Chasham_Recipe_Nawabi_Curry_Awadh_Cuisine-1.jpg,"awadhi lunch vegetarian  gobi, matar, gajjar, tejpatta, laung, jeera, haldi, jeera, badam, dahiyogurt, dhania  ","Subz Noor E Chashm Recipe (Nawabi Curry Recipe) is a rich and creamy curry filled with assorted vegetables which go well with Indian bread. The curry was originally from Awadhi cuisine, which was a feast for all the royal families. Thus the gravy consists of almonds and cashew nuts to give it a rich and luscious consistency."
Tandoori Style Soya Chaap Curry Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/garimasgautam-gmail.com/Tandoori_Style_Soya_Chaap_Curry.jpg,"northindian lunch highproteinvegetarian  dahiyogurt, capsicum, dhania, chopped  ",Soya Chaap is a dish from South Asia and it is especially popular in India and Pakistan. Soya Chaap is basically made of soya bean and it mimics the texture of meat amazingly thus it a delicious treat not just for vegetarians but meat lovers too. Tandoori Style Soya Chaap Curry is a spicy dish where tandoori style marination plays the key role and make the chaap even more tender packed with flavors.
Mirch Ki Sabzi Recipe With Roasted Peanuts,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Katti_Mitti_Mirchi_Ki_Sabzi_Recipe_.jpg,"northindian lunch noonionnogarlic  largegreenchilli, caromseeds, besan, haldi, drymangopowder, dhania, moongphali, dhania  ","The Mirch Ki Sabzi Recipe with Roasted Peanuts is simple and easy side dish made with whole green chilli also known as the Bajji Chilli that is tossed with masala, a touch of  amchoor powder for the tanginess and some roasted and crushed peanuts to add to the delicious taste. It makes a perfect side dish when served along with panchmel dal, phulka and kadai paneer."
